title,description,url,publishedAt
"Market Wrap: Sensex gains 148 points, Nifty above 24,800 on positive global cues, Fed minutes","The Fed minutes confirmed expectations of a rate cut next month, with most policymakers agreeing it would be appropriate if data aligns with forecasts. Market participants are now focused on US initial jobless claims at 6:00 pm IST and Fed Chair Jerome Powell…",https://economictimes.indiatimes.com/markets/stocks/news/market-wrap-sensex-gains-148-points-nifty-above-24800-on-positive-global-cues-fed-minutes/articleshow/112710320.cms,2024-08-22T10:37:00Z
Stock market update: Stocks that hit 52-week highs on NSE in today's trade,"Jet Freight Logistic,  TVS Electronics,  Lypsa Gems,  Bal Pharma and  STL Global, hit their fresh 52-week highs during the day.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/112710393.cms,2024-08-22T10:35:13Z
Stock market update: Nifty Pharma index falls 0.14%,The Nifty Pharma index closed 0.14 per cent  down  at 22546.1.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-pharma-index-falls-0-14/articleshow/112710141.cms,2024-08-22T10:30:07Z
Quick Wrap: Nifty PSU Bank Index rises 0.67%,Powered by Capital Market - Live News,https://www.business-standard.com/markets/capital-market-news/quick-wrap-nifty-psu-bank-index-rises-0-67-124082200962_1.html,2024-08-22T10:30:00Z
'Economy sustained its growth momentum first four months in Q1 FY25': Monthly review by Finance Ministry,The report noted that the resilience of domestic activity is also reflected in the strong performance of the manufacturing and services sector purchasing managers’ indices.,https://www.businesstoday.in/latest/economy/story/economy-sustained-its-growth-momentum-first-four-months-in-q1-fy25-monthly-review-by-finance-ministry-442614-2024-08-22,2024-08-22T10:26:14Z
"Sensex, Nifty end with minor gains; broader mkt rallies","The domestic equity benchmarks ended with small gains on Thursday. The Nifty settled above the 24,800 level. Consumer durables, PSU bank and FMCG shares advanced while media, IT and pharma shares declined. Trading was volatile due to weekly F&O series expiry …",https://www.business-standard.com/markets/capital-market-news/sensex-nifty-end-with-minor-gains-broader-mkt-outperforms-124082200773_1.html,2024-08-22T10:13:00Z
Transformers and Rectifiers bags $16.8 mn orders; shares hit upper circuit,"Transformers and Rectifiers Share Price: In the past one year, shares of Transformers and Rectifiers India have gained 481 per cent, compared to the Nifty 50's rise of nearly 28 per cent during the same period.",https://www.business-standard.com/markets/news/transformers-and-rectifiers-bags-16-8-mn-orders-shares-hit-upper-circuit-124082200685_1.html,2024-08-22T09:36:07Z
Zomato among 7 stock ideas from StoxBox with upside potential of up to 10%,"After experiencing some correction in August, the market has resumed its upward journey and investors now are awaiting the Nifty reclaiming the 25,000 mark.Below is a list of carefully curated stock ideas from StoxBox combining both technical and fundamental …",https://m.economictimes.com/markets/stocks/news/zomato-among-7-stock-ideas-from-stoxbox-with-upside-potential-of-up-to-10/potential-winners/slideshow/112707818.cms,2024-08-22T09:18:13Z
"Nucleus Software approves Rs 72 crore buyback, stock dips 5%","The company has set September 3 as the record date for the buyback, which will be conducted via a tender offer. This marks the company's second share buyback, with the previous one occurring in September 2021.",https://economictimes.indiatimes.com/markets/stocks/news/nucleus-software-approves-rs-72-crore-buyback-stock-dips-5/articleshow/112707373.cms,2024-08-22T09:08:58Z
"Sensex, Nifty edge higher; Grasim leads gains, auto stocks lag","Indian equity markets show modest gains, with Sensex and Nifty up; Grasim Industries leads gainers, Mahindra & Mahindra top loser.",https://www.thehindubusinessline.com/markets/sensex-nifty-edge-higher-grasim-leads-gains-auto-stocks-lag/article68553682.ece,2024-08-22T09:04:59Z
Cummins India shares decline 0.4% as Sensex climbs,"A total of 2,805 shares changed hands on the counter till 02:10PM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/cummins-india-shares-decline-0-4-as-sensex-climbs/articleshow/112706527.cms,2024-08-22T08:40:45Z
Nintendo Is Shutting Down Animal Crossing: Pocket Camp!,Nintendo is shutting down Animal Crossing: Pocket Camp. They just announced the EOS of this popular game. But why?,https://www.droidgamers.com/news/animal-crossing-pocket-camp-shutting-down/,2024-08-22T08:38:05Z
Ambuja Cements shares gain 1.31% as Sensex rises,"A total of 54,857 shares changed hands on the counter till 02:05PM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/ambuja-cements-shares-gain-1-31-as-sensex-rises/articleshow/112706379.cms,2024-08-22T08:35:39Z
Utilties stocks edge lower,"Utilties stocks were trading in red, with the BSE Utilities index decreasing  57.61 points or 0.89% at 6426.05 at 13:42 IST.",https://www.business-standard.com/markets/capital-market-news/utilties-stocks-edge-lower-124082200678_1.html,2024-08-22T08:30:00Z
Information Technology shares fall,"Information Technology  stocks were trading in the negative zone, with the BSE Information Technology index falling 138.5 points or 0.33% at 42122.06 at 13:42 IST.",https://www.business-standard.com/markets/capital-market-news/information-technology-shares-fall-124082200680_1.html,2024-08-22T08:30:00Z
Power stocks slide,"Power stocks were trading with losses, with the BSE Power index decreasing  67.96 points or 0.82% at 8264.92 at 13:42 IST.",https://www.business-standard.com/markets/capital-market-news/power-stocks-slide-124082200679_1.html,2024-08-22T08:30:00Z
Share price of Voltas rises as Nifty strengthens,"A total of 30,755 shares changed hands on the counter till 01:55PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-voltas-rises-as-nifty-strengthens/articleshow/112705983.cms,2024-08-22T08:25:27Z
Chola Inv Finance shares fall 1.76 per cent in Thursday's trading session,The Relative Strength Index of the stock stood at 50.13 on Thursday.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/chola-inv-finance-shares-fall-1-76-per-cent-in-thursdays-trading-session/articleshow/112705837.cms,2024-08-22T08:20:21Z
Share price of Lupin falls as Nifty strengthens,"A total of 16,917 shares changed hands on the counter till 01:45PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-lupin-falls-as-nifty-strengthens/articleshow/112705641.cms,2024-08-22T08:15:15Z
European shares rise ahead of economic data deluge,"The retail sector rose to the top, boosted by a 5.3% gain in JD Sports after the British sportswear retailer reported an improvement in second-quarter underlying sales growth",https://economictimes.indiatimes.com/markets/stocks/news/european-shares-rise-ahead-of-economic-data-deluge/articleshow/112705575.cms,2024-08-22T08:13:00Z
Havells India share price down 0.96 per cent,"A total of 5,858 shares changed hands on the counter till 01:39PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/havells-india-share-price-down-0-96-per-cent/articleshow/112705470.cms,2024-08-22T08:10:09Z
Adani Power shares drop 0.78% as Sensex rises,"A total of 68,089 shares changed hands on the counter till 01:34PM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/adani-power-shares-drop-0-78-as-sensex-rises/articleshow/112705344.cms,2024-08-22T08:04:59Z
Broader market outperforms; European mkt opens higher,"At 13:30 IST, the barometer index, the S&P BSE Sensex, gained 155.19 points or 0.27% to 81,124.04. The Nifty 50 index added 47.10 points or 0.19% to 24,817.30.",https://www.business-standard.com/markets/capital-market-news/broader-market-outperforms-european-mkt-opens-higher-124082200563_1.html,2024-08-22T08:04:00Z
10 amazing big builds,"Making something big, and  making it with Raspberry Pi",https://magpi.raspberrypi.com/articles/10-amazing-big-builds,2024-08-22T08:00:00Z
Shares of Tata Power fall as Nifty gains,"On the technical charts, the 200-day moving average of the stock stood at Rs 385.81.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-tata-power-fall-as-nifty-gains/articleshow/112704863.cms,2024-08-22T07:49:40Z
2 top stock recommendations from Dharmesh Shah,"​So, it looks like there is a long way to go for the market. Yes, in the near term, 25,000 being a psychological level, we may see some profit booking. But eventually, we should be heading towards a target of 25,200 for Nifty, with strong support at 24,400.",https://economictimes.indiatimes.com/markets/expert-view/2-top-stock-recommendations-from-dharmesh-shah/articleshow/112704569.cms,2024-08-22T07:43:19Z
Divis Labs shares gain 0.01% as Sensex rises,"A total of 3,531 shares changed hands on the counter till 01:08PM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/divis-labs-shares-gain-0-01-as-sensex-rises/articleshow/112704513.cms,2024-08-22T07:39:24Z
"Nifty will double to 48,000 in next 5 years, predicts Raamdeo Agrawal","Raamdeo Agrawal, chairman of Motilal Oswal Financial Services, predicts that the Nifty will double to 48,000 in five years due to retail participation and excess liquidity. He cautions against investing in PSUs and IT stocks and urges caution in banking stock…",https://economictimes.indiatimes.com/markets/stocks/news/nifty-will-double-to-48000-in-next-5-years-predicts-raamdeo-agrawal/articleshow/112703990.cms,2024-08-22T07:38:21Z
"HDFC Asset Management Company Ltd soars 1.04%, Gains for third straight session","HDFC Asset Management Company Ltd is quoting at Rs 4435, up 1.04% on the day as on 12:49 IST on the NSE. The stock is up 75.15% in last one year as compared to a 27.69% gain in NIFTY and a 17.92% gain in the Nifty Financial Services index.",https://www.business-standard.com/markets/capital-market-news/hdfc-asset-management-company-ltd-soars-1-04-gains-for-third-straight-session-124082200534_1.html,2024-08-22T07:35:00Z
United Spirits Ltd up for third consecutive session,"United Spirits Ltd is quoting at Rs 1454.35, up 1.59% on the day as on 12:49 IST on the NSE. The stock is up 43.45% in last one year as compared to a 27.69% jump in NIFTY and a 22.06% jump in the Nifty FMCG index.",https://www.business-standard.com/markets/capital-market-news/united-spirits-ltd-up-for-third-consecutive-session-124082200535_1.html,2024-08-22T07:35:00Z
Max Healthcare shares rise 0.2 per cent in Thursday's trading session,The Relative Strength Index of the stock stood at 43.49 on Thursday.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/max-healthcare-shares-rise-0-2-per-cent-in-thursdays-trading-session/articleshow/112704379.cms,2024-08-22T07:34:16Z
"UCO Bank soars 0.9%, up for fifth straight session","UCO Bank is quoting at Rs 52.7, up 0.9% on the day as on 12:44 IST on the NSE. The stock is up 58.73% in last one year as compared to a 27.67% spurt in NIFTY and a 52.68% spurt in the Nifty PSU Bank.",https://www.business-standard.com/markets/capital-market-news/uco-bank-soars-0-9-up-for-fifth-straight-session-124082200509_1.html,2024-08-22T07:30:00Z
Britannia Industries Ltd gains for fifth session,"Britannia Industries Ltd is quoting at Rs 5839.85, up 0.04% on the day as on 12:44 IST on the NSE. The stock is up 29.42% in last one year as compared to a 27.67% spurt in NIFTY and a 22.1% spurt in the Nifty FMCG.",https://www.business-standard.com/markets/capital-market-news/britannia-industries-ltd-gains-for-fifth-session-124082200502_1.html,2024-08-22T07:30:00Z
"Bajaj Finserv Ltd spurts 0.37%, gains for fifth straight session","Bajaj Finserv Ltd is quoting at Rs 1626.9, up 0.37% on the day as on 12:44 IST on the NSE. The stock is up 10.67% in last one year as compared to a 27.67% jump in NIFTY and a 17.86% jump in the Nifty Financial Services.",https://www.business-standard.com/markets/capital-market-news/bajaj-finserv-ltd-spurts-0-37-gains-for-fifth-straight-session-124082200498_1.html,2024-08-22T07:30:00Z
"IDFC First Bank Ltd spurts 2.57%, rises for fifth straight session","IDFC First Bank Ltd is quoting at Rs 75.52, up 2.57% on the day as on 12:44 IST on the NSE. The stock is down 18.14% in last one year as compared to a 27.67% gain in NIFTY and a 14.67% gain in the Nifty Bank.",https://www.business-standard.com/markets/capital-market-news/idfc-first-bank-ltd-spurts-2-57-rises-for-fifth-straight-session-124082200489_1.html,2024-08-22T07:30:00Z
"Radico Khaitan Ltd spurts 1.85%, up for fifth straight session","Radico Khaitan Ltd is quoting at Rs 1756.95, up 1.85% on the day as on 12:44 IST on the NSE. The stock is up 44.01% in last one year as compared to a 27.67% spurt in NIFTY and a 22.1% spurt in the Nifty FMCG.",https://www.business-standard.com/markets/capital-market-news/radico-khaitan-ltd-spurts-1-85-up-for-fifth-straight-session-124082200500_1.html,2024-08-22T07:30:00Z
"Bajaj Finance Ltd soars 0.3%, rises for fifth straight session","Bajaj Finance Ltd is quoting at Rs 6755.5, up 0.3% on the day as on 12:44 IST on the NSE. The stock is down 5.07% in last one year as compared to a 27.67% spurt in NIFTY and a 17.86% spurt in the Nifty Financial Services.",https://www.business-standard.com/markets/capital-market-news/bajaj-finance-ltd-soars-0-3-rises-for-fifth-straight-session-124082200499_1.html,2024-08-22T07:30:00Z
"Ashok Leyland Ltd spurts 0.71%, gains for five straight sessions","Ashok Leyland Ltd is quoting at Rs 262.1, up 0.71% on the day as on 12:44 IST on the NSE. The stock is up 39.71% in last one year as compared to a 27.67% gain in NIFTY and a 65.34% gain in the Nifty Auto.",https://www.business-standard.com/markets/capital-market-news/ashok-leyland-ltd-spurts-0-71-gains-for-five-straight-sessions-124082200494_1.html,2024-08-22T07:30:00Z
"Hero MotoCorp Ltd spurts 1.66%, up for fifth straight session","Hero MotoCorp Ltd is quoting at Rs 5372.6, up 1.66% on the day as on 12:44 IST on the NSE. The stock is up 82.01% in last one year as compared to a 27.67% jump in NIFTY and a 65.34% jump in the Nifty Auto.",https://www.business-standard.com/markets/capital-market-news/hero-motocorp-ltd-spurts-1-66-up-for-fifth-straight-session-124082200493_1.html,2024-08-22T07:30:00Z
RBL Bank Ltd gains for fifth session,"RBL Bank Ltd is quoting at Rs 231.59, up 1.53% on the day as on 12:44 IST on the NSE. The stock is up 0.6% in last one year as compared to a 27.67% gain in NIFTY and a 10.71% gain in the Nifty Private Bank.",https://www.business-standard.com/markets/capital-market-news/rbl-bank-ltd-gains-for-fifth-session-124082200513_1.html,2024-08-22T07:30:00Z
"Zee Entertainment Enterprises Ltd spurts 0.65%, up for five straight sessions","Zee Entertainment Enterprises Ltd is quoting at Rs 140.21, up 0.65% on the day as on 12:44 IST on the NSE. The stock is down 48.81% in last one year as compared to a 27.67% fall in NIFTY and a 7.46% fall in the Nifty Media.",https://www.business-standard.com/markets/capital-market-news/zee-entertainment-enterprises-ltd-spurts-0-65-up-for-five-straight-sessions-124082200503_1.html,2024-08-22T07:30:00Z
"Exide Industries Ltd spurts 0.71%, gains for five straight sessions","Exide Industries Ltd is quoting at Rs 511.6, up 0.71% on the day as on 12:44 IST on the NSE. The stock is up 90.82% in last one year as compared to a 27.67% gain in NIFTY and a 65.34% gain in the Nifty Auto.",https://www.business-standard.com/markets/capital-market-news/exide-industries-ltd-spurts-0-71-gains-for-five-straight-sessions-124082200495_1.html,2024-08-22T07:30:00Z
