,title,url,publishedAt,VADER score
11,CNBC's Inside India newsletter: Can India's hot deal-making season extend to a free trade agreement?,https://www.cnbc.com/2024/08/01/cnbcs-inside-india-newsletter-is-india-close-to-a-free-trade-agreement-with-the-uk.html,2024-08-01,0.0
12,Why markets said 'meh' during previous US Federal Reserve rate cuts,https://www.business-standard.com/markets/news/market-performance-a-mixed-bag-during-previous-us-fed-rate-cut-cycles-124080101055_1.html,2024-08-01,0.0
13,These three new Google Chrome AI tools will help you explore the web a lot more easily,https://www.xda-developers.com/three-new-google-chrome-ai-tools/,2024-08-01,0.0
14,Ahead of Market: 10 things that will decide stock action on Friday,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-action-on-friday/articleshow/112202856.cms,2024-08-01,0.0
15,"Show HN: Linked QL – a ""magic wand"" query client for your database",https://github.com/linked-db/linked-ql,2024-08-01,0.0
16,[Removed],https://removed.com,1970-01-01,0.0
17,This app makes your music sound way better when you lower the volume [Giveaway],https://www.androidauthority.com/wavelet-equal-loudness-3466696/,2024-08-01,0.0
18,"Market Trading Guide: Tata Power, Dr Reddy's Labs among 6 stock recommendations for Friday",https://m.economictimes.com/markets/stocks/news/market-trading-guide-tata-power-dr-reddys-labs-among-6-stock-recommendations-for-friday/stock-ideas/slideshow/112202221.cms,2024-08-01,0.0
19,Demand for Electric Vehicle Motors is rising in Parallel with EV Sales | Future Market Insights.,https://www.globenewswire.com/news-release/2024/08/01/2922947/0/en/Demand-for-Electric-Vehicle-Motors-is-rising-in-Parallel-with-EV-Sales-Future-Market-Insights.html,2024-08-01,0.0
20,"Powell talk powers indices to new highs, Nifty tops 25k",https://www.thehindubusinessline.com/markets/powell-talk-powers-indices-to-new-highs-nifty-tops-25k/article68473327.ece,2024-08-01,0.0
21,Nifty remained positive on 6 occasions in August over past decade; FIIs & DIIs net buyers on seven counts,https://economictimes.indiatimes.com/markets/stocks/news/nifty-remained-positive-on-6-occasions-in-august-over-past-decade-fiis-diis-net-buyers-on-seven-counts/articleshow/112201556.cms,2024-08-01,0.0
22,Ola Electric's IPO receives $2 billion worth of bids from big institutions,https://economictimes.indiatimes.com/tech/technology/ola-electrics-ipo-receives-2-billion-worth-of-bids-from-big-institutions/articleshow/112201360.cms,2024-08-01,0.0
23,"Le Travenues (ixigo) Q1 Results: Profit soars 78% at Rs 14.9 crore, revenue grows 16%",https://economictimes.indiatimes.com/markets/stocks/earnings/le-travenues-ixigo-q1-results-profit-soars-78-at-rs-14-9-crore-revenue-grows-16/articleshow/112200583.cms,2024-08-01,0.0
24,How to update all your Windows PC’s apps with a single click,https://www.pcworld.com/article/2410573/how-to-automate-software-updates-under-windows.html,2024-08-01,0.0
25,The VS Code Flatpak is useless,https://bentsukun.ch/posts/vscode-flatpak/,2024-08-01,0.0
26,Tech View: Nifty forms Doji candle in range-bound action. Here’s how to trade on Friday,https://economictimes.indiatimes.com/markets/stocks/news/tech-view-nifty-forms-doji-candle-in-range-bound-action-heres-how-to-trade-on-friday/articleshow/112199204.cms,2024-08-01,0.0
27,Mudrex announces Rs 10 crore Bitcoin Airdrop ahead of Independence Day,https://economictimes.indiatimes.com/markets/cryptocurrency/mudrex-announces-rs-10-crore-bitcoin-airdrop-ahead-of-independence-day/articleshow/112198824.cms,2024-08-01,0.0
28,"Nifty ends above 25K, NSE VIX slips below 13 mark",https://www.business-standard.com/markets/capital-market-news/nifty-ends-above-25k-nse-vix-slips-below-13-mark-124080101180_1.html,2024-08-01,0.0
29,Stock market update: FMCG stocks down as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-rises/articleshow/112197918.cms,2024-08-01,0.0
30,Stock market update: Sugar stocks down as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-rises/articleshow/112197768.cms,2024-08-01,0.0
31,Stock market update: Power stocks down as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/112197621.cms,2024-08-01,0.0
32,Stock market update: Fertilisers stocks down as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-rises/articleshow/112197496.cms,2024-08-01,0.0
33,Share market update: Most active stocks in today's market in terms of volume,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-in-todays-market-in-terms-of-volume/articleshow/112196966.cms,2024-08-01,0.0
34,Sensex rises! But these stocks fell 5% or more in Thursday's session,https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-rises-but-these-stocks-fell-5-or-more-in-thursdays-session/articleshow/112196786.cms,2024-08-01,0.0
35,India's private sector banks lead market cap gains on stronger metrics,https://economictimes.indiatimes.com/industry/banking/finance/banking/indias-private-sector-banks-lead-market-cap-gains-on-stronger-metrics/articleshow/112196722.cms,2024-08-01,0.0
36,Max Healthcare Q1 Results: PAT rises marginally to Rs 295 crore,https://economictimes.indiatimes.com/markets/stocks/earnings/max-healthcare-q1-results-pat-rises-marginally-to-rs-295-crore/articleshow/112196622.cms,2024-08-01,0.0
37,Share market update: Most active stocks of the day in terms of traded value,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/112196473.cms,2024-08-01,0.0
38,"ITC Q1 Results: Standalone PAT rises marginally to Rs 4,917 crore, misses estimates",https://economictimes.indiatimes.com/markets/stocks/earnings/itc-q1-results-standalone-pat-rises-marginally-to-rs-4917-crore-misses-estimates/articleshow/112195937.cms,2024-08-01,0.0
39,Stock market update: Mining stocks down as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-rises/articleshow/112195993.cms,2024-08-01,0.0
40,"D-St cheers Fed's dovish tone: Nifty surges past 25K milestone, Sensex sets new record",https://economictimes.indiatimes.com/markets/stocks/news/d-st-cheers-feds-dovish-tone-nifty-surges-past-25k-milestone-sensex-sets-new-record/articleshow/112195246.cms,2024-08-01,0.0
41,"Sensex, Nifty hits new life high, rising for 5th day; VIX slides 2.41%",https://www.business-standard.com/markets/capital-market-news/sensex-nifty-hits-new-life-high-rising-for-5th-day-vix-slides-2-41-124080100999_1.html,2024-08-01,0.0
42,The Best Films to See This August,https://www.anothermag.com/design-living/15789/the-best-films-to-see-this-august-2024-only-the-river-flows-kneecap-didi,2024-08-01,0.0
43,"Gainers & Losers: Zomato, Adani Energy among 6 stocks in limelight on Thursday",https://m.economictimes.com/markets/web-stories/gainers-losers-zomato-adani-energy-among-6-stocks-in-limelight-on-thursday/slideshow/112195205.cms,2024-08-01,0.0
44,[Removed],https://removed.com,1970-01-01,0.0
45,Govt push will support rural growth in second half of the year and onwards: Dabur,https://economictimes.indiatimes.com/industry/cons-products/fmcg/govt-push-will-support-rural-growth-in-second-half-of-the-year-and-onwards-dabur/articleshow/112193980.cms,2024-08-01,0.0
46,"White goods to benefit from commodity price inflation, Havells a top pick: ICICI Securities",https://economictimes.indiatimes.com/markets/stocks/news/white-goods-to-benefit-from-commodity-price-inflation-havells-a-top-pick-icici-securities/articleshow/112193938.cms,2024-08-01,0.0
47,Zomato Q1 Results: Profit jumps multifold to Rs 253 cr; revenue soars 74% YoY,https://economictimes.indiatimes.com/markets/stocks/earnings/zomato-q1-results-profit-jumps-multifold-to-rs-253-cr-revenue-soars-74-yoy/articleshow/112193505.cms,2024-08-01,0.0
48,"Adani Enterprises Q1 Results: Cons PAT zooms 116% YoY to Rs 1,454 crore",https://economictimes.indiatimes.com/markets/stocks/earnings/adani-enterprises-q1-results-cons-pat-zooms-116-yoy-to-rs-1454-crore/articleshow/112193053.cms,2024-08-01,0.0
49,Benchmarks trade sideways; auto shares under pressure,https://www.business-standard.com/markets/capital-market-news/benchmarks-trade-sideways-auto-shares-under-pressure-124080100773_1.html,2024-08-01,0.0
50,Adani Ports registers 47% jump in Q1 profit on strong cargo volumes,https://www.business-standard.com/companies/results/adani-ports-registers-47-jump-in-q1-profit-on-strong-cargo-volumes-124080100635_1.html,2024-08-01,0.0
51,Siemens shares drop 1.75% as Sensex rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/siemens-shares-drop-1-75-as-sensex-rises/articleshow/112191435.cms,2024-08-01,0.0
52,Capital Goods shares fall,https://www.business-standard.com/markets/capital-market-news/capital-goods-shares-fall-124080100744_1.html,2024-08-01,0.0
53,Real Estate stocks edge lower,https://www.business-standard.com/markets/capital-market-news/real-estate-stocks-edge-lower-124080100743_1.html,2024-08-01,0.0
54,Auto shares fall,https://www.business-standard.com/markets/capital-market-news/auto-shares-fall-124080100745_1.html,2024-08-01,0.0
55,"​Maruti Suzuki, ONGC among 7 Nifty50 stocks that hit new 52-week highs on Thursday",https://m.economictimes.com/markets/stocks/news/maruti-suzuki-ongc-among-7-nifty50-stocks-that-hit-new-52-week-highs-on-thursday/on-a-high/slideshow/112191362.cms,2024-08-01,0.0
56,Share price of Ambuja Cements falls as Nifty strengthens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-ambuja-cements-falls-as-nifty-strengthens/articleshow/112190738.cms,2024-08-01,0.0
57,Shares of Page Industries fall as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-page-industries-fall-as-nifty-gains/articleshow/112190552.cms,2024-08-01,0.51
58,"Adani Energy shares jump 10%, hit 52-week high on strong response to QIP",https://economictimes.indiatimes.com/markets/stocks/news/adani-energy-shares-jump-10-hit-52-week-high-on-strong-response-to-qip/articleshow/112190474.cms,2024-08-01,0.0
59,Trent shares fall 1.4% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/trent-shares-fall-1-4-as-nifty-gains/articleshow/112190444.cms,2024-08-01,0.549
60,Indices trade near flat line; European mkt opens lower,https://www.business-standard.com/markets/capital-market-news/indices-trade-near-flat-line-european-mkt-opens-lower-124080100622_1.html,2024-08-01,0.0
61,SBI Card shares fall 1.05% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/sbi-card-shares-fall-1-05-as-nifty-gains/articleshow/112190296.cms,2024-08-01,0.51
62,2 top stock recommendations from Rahul Sharma,https://economictimes.indiatimes.com/markets/expert-view/2-top-stock-recommendations-from-rahul-sharma/articleshow/112190108.cms,2024-08-01,0.0
63,InterGlobe shares fall 1.51% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/interglobe-shares-fall-1-51-as-nifty-gains/articleshow/112190119.cms,2024-08-01,0.549
64,PNB MetLife launches Bharat Manufacturing Fund,https://www.thehindubusinessline.com/money-and-banking/pnb-metlife-launches-bharat-manufacturing-fund/article68471998.ece,2024-08-01,0.0
65,Shares of Ashok Leyland fall as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-ashok-leyland-fall-as-nifty-gains/articleshow/112189640.cms,2024-08-01,0.51
66,Indian Hotels shares decline 0.95% as Sensex climbs,https://economictimes.indiatimes.com/markets/stocks/stock-watch/indian-hotels-shares-decline-0-95-as-sensex-climbs/articleshow/112189508.cms,2024-08-01,0.0
67,"Tata Power Company Ltd spurts 1.6%, up for third straight session",https://www.business-standard.com/markets/capital-market-news/tata-power-company-ltd-spurts-1-6-up-for-third-straight-session-124080100571_1.html,2024-08-01,0.0
68,"NTPC Ltd spurts 1.78%, up for third straight session",https://www.business-standard.com/markets/capital-market-news/ntpc-ltd-spurts-1-78-up-for-third-straight-session-124080100570_1.html,2024-08-01,0.0
69,Nazara Technologies Ltd gains for third straight session,https://www.business-standard.com/markets/capital-market-news/nazara-technologies-ltd-gains-for-third-straight-session-124080100572_1.html,2024-08-01,0.0
70,"TVS Motor Company Ltd soars 2.55%, Gains for third straight session",https://www.business-standard.com/markets/capital-market-news/tvs-motor-company-ltd-soars-2-55-gains-for-third-straight-session-124080100569_1.html,2024-08-01,0.0
71,Indian Oil Corp. shares fall 1.26% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/indian-oil-corp-shares-fall-1-26-as-nifty-gains/articleshow/112189353.cms,2024-08-01,0.0
72,"If Fed starts cutting rates from September, will it have a multiplier effect on stock markets?",https://economictimes.indiatimes.com/markets/stocks/news/if-fed-starts-cutting-rates-from-september-will-it-have-a-multiplier-effect-on-stock-markets/articleshow/112189215.cms,2024-08-01,0.0
73,"Lupin Ltd spurts 1.61%, rises for fifth straight session",https://www.business-standard.com/markets/capital-market-news/lupin-ltd-spurts-1-61-rises-for-fifth-straight-session-124080100568_1.html,2024-08-01,0.0
74,BEL shares fall 2.13% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/bel-shares-fall-2-13-as-nifty-gains/articleshow/112189209.cms,2024-08-01,0.549
75,Shares of Bandhan Bank fall as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-bandhan-bank-fall-as-nifty-gains/articleshow/112188914.cms,2024-08-01,0.51
76,Tube Investments shares down 0.51% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/tube-investments-shares-down-0-51-as-nifty-gains/articleshow/112188742.cms,2024-08-01,0.51
77,Avenue Supermart shares drop 0.27% as Sensex rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/avenue-supermart-shares-drop-0-27-as-sensex-rises/articleshow/112188435.cms,2024-08-01,0.0
78,Indices trim gains; media shares slide,https://www.business-standard.com/markets/capital-market-news/indices-trim-gains-media-shares-slide-124080100513_1.html,2024-08-01,0.0
79,"Nifty hits 25K: Climbs 1,000 points in just 24 sessions, story behind last 10,000 points",https://m.economictimes.com/markets/stocks/news/nifty-hits-25k-climbs-1000-points-in-just-24-sessions-story-behind-last-10000-points/nifty-surge/slideshow/112188494.cms,2024-08-01,0.0
80,Share price of SRF falls as Nifty strengthens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-srf-falls-as-nifty-strengthens/articleshow/112188317.cms,2024-08-01,0.53
81,M&M shares fall over 2% on reporting muted Q1 profit. Should you invest?,https://economictimes.indiatimes.com/markets/stocks/news/mm-shares-fall-over-2-on-reporting-muted-q1-profit-should-you-invest/articleshow/112188254.cms,2024-08-01,0.0
82,Pidilite Ind shares down 0.37% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/pidilite-ind-shares-down-0-37-as-nifty-gains/articleshow/112188135.cms,2024-08-01,0.51
83,United Spirits shares drop 0.02% as Sensex rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/united-spirits-shares-drop-0-02-as-sensex-rises/articleshow/112187982.cms,2024-08-01,0.0
84,Share price of Jubilant Food rises as Nifty strengthens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-jubilant-food-rises-as-nifty-strengthens/articleshow/112187809.cms,2024-08-01,0.63
85,Tata Elxsi shares drop 0.43% as Sensex rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/tata-elxsi-shares-drop-0-43-as-sensex-rises/articleshow/112187488.cms,2024-08-01,0.0
86,PI Industries shares drop 0.76% as Sensex rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/pi-industries-shares-drop-0-76-as-sensex-rises/articleshow/112187375.cms,2024-08-01,0.0
87,Shares of ICICI Pru Life fall as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-icici-pru-life-fall-as-nifty-gains/articleshow/112187226.cms,2024-08-01,0.0
88,Shriram Finance shares gain 1.47% as Sensex rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shriram-finance-shares-gain-1-47-as-sensex-rises/articleshow/112187085.cms,2024-08-01,0.0
89,"At 25K plus, market leadership to come from PSU banks; metals may pick up: Chakri Lokapriya",https://economictimes.indiatimes.com/markets/expert-view/at-25k-plus-market-leadership-to-come-from-psu-banks-metals-may-pick-up-chakri-lokapriya/articleshow/112186891.cms,2024-08-01,0.0
90,Market turns rangebound; realty shares slides,https://www.business-standard.com/markets/capital-market-news/market-turns-rangebound-realty-shares-slides-124080100444_1.html,2024-08-01,0.0
91,Shares of Godrej Consumer rise as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-godrej-consumer-rise-as-nifty-gains/articleshow/112186803.cms,2024-08-01,0.51
92,"Bank Nifty prediction today — August 1, 2024: In sideways range; traders stay out for now",https://www.thehindubusinessline.com/portfolio/technical-analysis/bank-nifty-prediction-today-august-1-2024-in-sideways-range-traders-stay-out-for-now/article68471763.ece,2024-08-01,0.0
93,Bank of Baroda shares drop 0.57% as Sensex rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/bank-of-baroda-shares-drop-0-57-as-sensex-rises/articleshow/112186493.cms,2024-08-01,0.0
94,Stock market update: Power stocks up as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/112186314.cms,2024-08-01,0.0
95,Stock market update: Nifty Realty index falls 1.1% in an upbeat market,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-falls-1-1-in-an-upbeat-market/articleshow/112186188.cms,2024-08-01,0.0
96,Voltas shares fall 0.32% as Nifty gains,https://economictimes.indiatimes.com/markets/stocks/stock-watch/voltas-shares-fall-0-32-as-nifty-gains/articleshow/112186095.cms,2024-08-01,0.549
97,Stock market update: FMCG stocks mixed as market rises,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-mixed-as-market-rises/articleshow/112186071.cms,2024-08-01,0.0
98,Share price of Marico falls as Nifty strengthens,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-marico-falls-as-nifty-strengthens/articleshow/112185971.cms,2024-08-01,0.53
99,Stock market update: Nifty Pharma index falls 0.33% in an upbeat market,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-pharma-index-falls-0-33-in-an-upbeat-market/articleshow/112185955.cms,2024-08-01,0.0
100,3 underrated (HBO) Max movies you should watch this weekend (August 2-4),https://www.digitaltrends.com/movies/underrated-hbo-max-movies-this-weekend-august-02-04-2024/,2024-08-02,0.0
101,Ex-Prez Big Brain Suggests 'A Crypto Check' For Deficit,https://crooksandliars.com/2024/08/ex-president-big-brain-paying-deficit-hand,2024-08-02,0.0
102,"Wreckfest 2, Gothic 1 Remake gameplay, creepy Tarsier tease, and everything else from THQ Nordic's showcase",https://www.eurogamer.net/wreckfest-2-gothic-1-remake-gameplay-and-everything-else-from-thq-nordics-showcase,2024-08-02,0.0
103,Global stock sell-off on slowdown concern pushes Indian rupee to record low,https://www.business-standard.com/economy/news/global-stock-sell-off-on-slowdown-concern-pushes-indian-rupee-to-record-low-124080200855_1.html,2024-08-02,0.0
104,"Citigroup Global, Societe Generale, 4 others buy stake in Netweb Tech for Rs 458 cr",https://economictimes.indiatimes.com/markets/stocks/news/citigroup-global-societe-generale-4-others-buy-stake-in-netweb-tech-for-rs-458-cr/articleshow/112229977.cms,2024-08-02,0.0
105,ChatGPT’s Advanced Voice Mode is scarily good at times – are we looking at the future of AI interactions?,https://www.techradar.com/computing/artificial-intelligence/chatgpts-advanced-voice-mode-is-scarily-good-at-times-are-we-looking-at-the-future-of-ai-interactions,2024-08-02,0.0
106,Weak global cues drag markets lower,https://www.thehindubusinessline.com/markets/weak-global-cues-drag-markets-lower/article68478207.ece,2024-08-02,-0.583
107,Weak global cues drag markets lower,https://www.thehindubusinessline.com/markets/stock-market-today-weak-global-cues-drag-markets-lower/article68478207.ece,2024-08-02,-0.583
108,Jazz Chisholm Is Already Paying Huge Dividends For The Yankees,https://www.forbes.com/sites/danepstein/2024/08/02/jazz-chisholm-is-already-paying-huge-dividends-for-the-yankees/,2024-08-02,0.0
109,Eris Lifesciences Q1 Results: Net dips 4.5% YoY at Rs 89 crore,https://economictimes.indiatimes.com/markets/stocks/earnings/eris-lifesciences-q1-results-net-dips-4-5-yoy-at-rs-89-crore/articleshow/112229300.cms,2024-08-02,0.0
110,CAMS Q1 Results: PAT soars 42% YoY to Rs 108 crore,https://economictimes.indiatimes.com/markets/stocks/earnings/cams-q1-results-pat-soars-42-yoy-to-rs-108-crore/articleshow/112229251.cms,2024-08-02,0.0
111,Windows 11 hits 30% adoption (and it’s about time) – so is Microsoft’s AI gamble finally starting to pay off?,https://www.techradar.com/computing/windows/windows-11-hits-30-adoption-and-its-about-time-so-is-microsofts-ai-gamble-finally-starting-to-pay-off,2024-08-02,0.0
112,Global markets selloff ends India's five-day and eight-week winning run,https://www.business-standard.com/markets/stock-market-news/global-markets-selloff-ends-india-s-five-day-and-eight-week-winning-run-124080201425_1.html,2024-08-02,0.0
113,Sebi to release paper on easing norms for investment advisor registration next week,https://economictimes.indiatimes.com/markets/stocks/news/sebi-to-release-paper-on-easing-norms-for-investment-advisor-registration-next-week/articleshow/112228306.cms,2024-08-02,0.0
114,Iconic Olympic shooter who won silver medal with 'no equipment' explains why he didn't use any in first interview,https://www.ladbible.com/news/sport/olympic-shooter-silver-no-equipment-yusuf-dike-370140-20240802,2024-08-02,0.0
115,Bee is working on an AI wearable that constantly listens to you,https://www.androidheadlines.com/2024/08/bee-ai-wearable.html,2024-08-02,0.0
116,ICICI Prudential Mutual Fund launches Nifty Metal ETF: Check details,https://www.business-standard.com/finance/personal-finance/icici-prudential-mutual-fund-launches-nifty-metal-etf-check-details-124080201013_1.html,2024-08-02,0.0
117,"GameSir X4 Alieron review: “Anything you can do, I can do better”",https://www.gamesradar.com/hardware/gaming-controllers/gamesir-x4-alieron-review/,2024-08-02,0.0
118,"Tech View: Sell-on-rise mode switched on till 24,800. Here’s how to trade Nifty next week",https://economictimes.indiatimes.com/markets/stocks/news/tech-view-sell-on-rise-mode-switched-on-till-24800-heres-how-to-trade-nifty-next-week/articleshow/112227294.cms,2024-08-02,0.0
119,Google Chrome Gets Smarter With Nifty AI Features To Enhance Browsing,https://hothardware.com/news/google-chrome-gets-nifty-ai-features,2024-08-02,0.0
120,INR settles marginally lower in range bound moves,https://www.business-standard.com/markets/capital-market-news/inr-settles-marginally-lower-in-range-bound-moves-124080201211_1.html,2024-08-02,0.0
121,"Benchmarks snap 5-day streak, Nifty settles below 24,750, VIX climbs above 14",https://www.business-standard.com/markets/capital-market-news/benchmarks-snap-5-day-streak-nifty-settles-below-24-750-vix-climbs-above-14-124080201107_1.html,2024-08-02,0.0
122,"Titan Q1 Results: Standalone net profit falls marginally YoY to Rs 770 crore, revenue rises by 9%",https://economictimes.indiatimes.com/markets/stocks/earnings/titan-q1-results-standalone-net-profit-falls-marginally-yoy-to-rs-770-crore-revenue-rises-by-9/articleshow/112226044.cms,2024-08-02,0.0
123,Stock market update: Nifty Pharma index advances 0.52%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-pharma-index-advances-0-52/articleshow/112225862.cms,2024-08-02,0.0
124,Sensex falls! These stocks fell 5% or more in Friday's session,https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-falls-these-stocks-fell-5-or-more-in-fridays-session/articleshow/112225616.cms,2024-08-02,0.0
125,Stock market update: Sugar stocks down as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-falls/articleshow/112225480.cms,2024-08-02,0.0
126,Stock market update: Mining stocks down as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-falls/articleshow/112225322.cms,2024-08-02,0.0
127,Share market update: Most active stocks in today's market in terms of volume,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-in-todays-market-in-terms-of-volume/articleshow/112225112.cms,2024-08-02,0.0
128,Don't Board Your Next Flight Without A Couple Of These 30 Game-Changing Products,https://www.buzzfeed.com/gabrielamanjarrez/dont-board-your-next-flight-game-changing-products-an,2024-08-02,0.0
129,Stock market update: Power stocks down as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/112224994.cms,2024-08-02,0.0
130,Stock market update: Fertilisers stocks down as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-falls/articleshow/112224839.cms,2024-08-02,0.0
131,Stock market update: Stocks that hit 52-week highs on NSE in today's trade,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/112224690.cms,2024-08-02,0.0
132,Stock market update: FMCG stocks down as market falls,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-falls/articleshow/112224389.cms,2024-08-02,0.0
133,Stock market update: Nifty Bank index falls 0.41%,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-bank-index-falls-0-41/articleshow/112224217.cms,2024-08-02,0.0
134,Share market update: Most active stocks of the day in terms of traded value,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/112223454.cms,2024-08-02,0.0
135,"Market snaps 5-day gains; Nifty ends below 24,750; VIX spurts 11.4%",https://www.business-standard.com/markets/capital-market-news/market-snaps-5-day-gains-nifty-ends-below-24-750-vix-spurts-11-4-124080200896_1.html,2024-08-02,0.0
136,Stock market update: Stocks that hit 52-week lows on NSE in today's trade,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/112223222.cms,2024-08-02,0.0
137,Global stock sell-off pushes Indian rupee to record low,https://economictimes.indiatimes.com/markets/forex/forex-news/global-stock-sell-off-pushes-indian-rupee-to-record-low/articleshow/112222996.cms,2024-08-02,0.0
