Unnamed: 0,description,url,publishedAt,FinBERT score
133,The 30-share BSE Sensex closed  up  33.02 points at 81086.21,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-rises/articleshow/112739990.cms,2024-08-23T11:31:18Z,-0.7933036088943481
134,The 30-share BSE Sensex closed  up  33.02 points at 81086.21,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/112739812.cms,2024-08-23T11:26:07Z,-0.4907393455505371
135,"ONGC,  Wipro,  Divis Labs,  LTIMindtree and  Asian Paints were among the top losers on NSE in today's trade.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/112739633.cms,2024-08-23T11:21:01Z,-0.5473791360855103
137,The 30-share BSE Sensex closed  up  33.02 points at 81086.21,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-rises/articleshow/112739408.cms,2024-08-23T11:15:56Z,-0.7076717615127563
156,"A total of 4,538 shares changed hands on the counter till 02:04PM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/srf-shares-decline-1-55-as-sensex-climbs/articleshow/112734398.cms,2024-08-23T08:34:54Z,-0.7584758996963501
160,A total of 185 shares changed hands on the counter till 01:59PM (IST).,https://economictimes.indiatimes.com/markets/stocks/stock-watch/shree-cements-share-price-down-1-06-per-cent/articleshow/112734270.cms,2024-08-23T08:29:45Z,-0.8356605768203735
162,The Relative Strength Index of the stock stood at 60.0 on Friday.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/info-edge-shares-fall-0-8-per-cent-in-fridays-trading-session/articleshow/112733905.cms,2024-08-23T08:19:33Z,-0.8224552869796753
163,"A total of 116,842 shares changed hands on the counter till 01:43PM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/indian-hotels-shares-drop-0-42-as-sensex-rises/articleshow/112733777.cms,2024-08-23T08:14:25Z,-0.8837118148803711
164,The Relative Strength Index of the stock stood at 50.74 on Friday.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/godrej-consumer-shares-fall-0-73-per-cent-in-fridays-trading-session/articleshow/112733618.cms,2024-08-23T08:09:18Z,-0.8881829380989075
167,The stock quoted a 52-week high price of Rs 690.95 and a 52-week low of Rs 486.75.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/marico-shares-fall-0-98-as-nifty-gains/articleshow/112733182.cms,2024-08-23T07:54:01Z,-0.8399178385734558
168,The Relative Strength Index of the stock stood at 46.83 on Friday.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/chola-inv-finance-shares-fall-0-84-per-cent-in-fridays-trading-session/articleshow/112733031.cms,2024-08-23T07:48:55Z,-0.8457944393157959
169,"A total of 235,931 shares changed hands on the counter till 01:08PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/ashok-leyland-shares-down-0-19-as-nifty-gains/articleshow/112732796.cms,2024-08-23T07:38:46Z,-0.9511367082595824
172,"A total of 19,155 shares changed hands on the counter till 12:52PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/voltas-shares-up-0-02-as-nifty-gains/articleshow/112732460.cms,2024-08-23T07:23:29Z,0.526806652545929
175,"A total of 4,652 shares changed hands on the counter till 12:27PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/cummins-india-shares-up-0-27-as-nifty-gains/articleshow/112731701.cms,2024-08-23T06:58:02Z,0.6289681196212769
181,"Shares of Anil Dhirubhai Ambani Group dropped by up to 14% after Sebi barred Anil Ambani from the securities market for five years over fund siphoning allegations from Reliance Home Finance. Reliance Home Finance and Reliance Power shares fell 5%, while Relia…",https://economictimes.indiatimes.com/markets/stocks/news/anil-ambani-group-shares-fall-up-to-14-on-sebi-ban-fine/articleshow/112731309.cms,2024-08-23T06:42:30Z,-0.7837094664573669
182,"A total of 17,573 shares changed hands on the counter till 12:01PM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/acc-shares-decline-0-98-as-sensex-climbs/articleshow/112731060.cms,2024-08-23T06:32:32Z,-0.856746256351471
183,The stock quoted a 52-week high price of Rs 813.0 and a 52-week low of Rs 554.0.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/au-small-fin-bank-shares-fall-0-65-as-nifty-gains/articleshow/112730876.cms,2024-08-23T06:27:26Z,-0.7951855659484863
185,"A total of 2,603 shares changed hands on the counter till 11:46AM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-shriram-finance-falls-as-nifty-strengthens/articleshow/112730524.cms,2024-08-23T06:17:14Z,-0.5029947757720947
187,The stock quoted a 52-week high price of Rs 4666.0 and low of Rs 2752.3.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/tube-investments-shares-down-0-84-as-nifty-gains/articleshow/112730341.cms,2024-08-23T06:12:05Z,-0.9192708730697632
190,The 30-share BSE Sensex was  up  68.41 points at 81121.6,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-rises/articleshow/112729630.cms,2024-08-23T05:50:34Z,-0.6872869729995728
193,"A total of 1,536 shares changed hands on the counter till 11:06AM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/havells-india-shares-down-0-04-as-nifty-gains/articleshow/112729283.cms,2024-08-23T05:36:23Z,-0.942223072052002
194,The Relative Strength Index of the stock stood at 41.51 on Friday.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/max-healthcare-shares-fall-0-39-per-cent-in-fridays-trading-session/articleshow/112729171.cms,2024-08-23T05:31:17Z,-0.8399031162261963
282,The 30-share BSE Sensex closed  up  611.9 points at 81698.11,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-rises/articleshow/112809513.cms,2024-08-26T11:51:28Z,-0.6971577405929565
286,"In the Nifty pack, 32 stocks closed in the green, while 18 stocks ended in the red.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-rises-but-these-stocks-fell-5-or-more-in-mondays-session/articleshow/112808957.cms,2024-08-26T11:36:12Z,-0.869817852973938
287,"Apollo Hospital,  Hero MotoCorp,  Adani Ports SEZ,  Maruti Suzuki and  Eicher Motors were among the top losers on NSE in today's trade.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/112807894.cms,2024-08-26T11:20:57Z,-0.5329634547233582
294,The 30-share BSE Sensex closed  up  611.9 points at 81698.11,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/112806336.cms,2024-08-26T10:50:28Z,-0.5120652318000793
296,"Rupee flat at 83.89 against USD, weighed down by crude oil surge, despite initial gains and weak dollar.",https://www.thehindubusinessline.com/markets/forex/rupee-settles-on-flat-note-closes-1-paisa-higher-at-8389-against-us-dollar/article68568504.ece,2024-08-26T10:43:02Z,0.408921480178833
301,India stocks higher at close of trade; Nifty 50 up 0.76%,https://www.investing.com/news/stock-market-news/india-stocks-higher-at-close-of-trade-nifty-50-up-076-3586520,2024-08-26T10:35:05Z,0.7272511124610901
302,The 30-share BSE Sensex closed  up  611.9 points at 81698.11,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-rises/articleshow/112805717.cms,2024-08-26T10:30:07Z,-0.8088805079460144
312,"At 13:30 IST, the barometer index, the S&P BSE Sensex jumped 655.27 points or 0.81% to 81,751.40. The Nifty 50 index advanced 200.05 points or 0.81% to 25,023.20.",https://www.business-standard.com/markets/capital-market-news/market-trade-with-robust-gains-european-mkt-opens-lower-124082600568_1.html,2024-08-26T08:05:00Z,-0.6128535270690918
313,"A total of 292,094 shares changed hands on the counter till 01:34PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/ashok-leyland-shares-down-0-69-as-nifty-gains/articleshow/112800870.cms,2024-08-26T08:04:43Z,-0.9498969316482544
321,"A total of 1,578 shares changed hands on the counter till 12:58PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/siemens-shares-up-0-32-as-nifty-gains/articleshow/112799820.cms,2024-08-26T07:29:00Z,0.5433248281478882
323,The stock quoted a 52-week high price of Rs 10080.15 and a 52-week low of Rs 6634.6.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/bajaj-holdings-shares-fall-0-2-as-nifty-gains/articleshow/112799493.cms,2024-08-26T07:18:48Z,-0.852507472038269
329,"A total of 1,904 shares changed hands on the counter till 12:17PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/shriram-finance-shares-up-0-79-as-nifty-gains/articleshow/112798604.cms,2024-08-26T06:48:06Z,0.5316025018692017
335,"A total of 6,298 shares changed hands on the counter till 11:41AM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/havells-india-shares-up-0-73-as-nifty-gains/articleshow/112797526.cms,2024-08-26T06:12:18Z,0.4351252913475036
337,The stock quoted a 52-week high price of Rs 2130.85 and low of Rs 1066.05.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/lupin-shares-up-0-37-as-nifty-gains/articleshow/112797176.cms,2024-08-26T06:02:05Z,0.5234845280647278
340,The 30-share BSE Sensex was  up  557.32 points at 81643.53,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-rises/articleshow/112796890.cms,2024-08-26T05:55:37Z,-0.6852385997772217
343,"In the Nifty pack, 34 stocks were trading in the green, while 16 stocks were trading in the red.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-rises-but-these-stocks-are-down-5-or-more-on-bse/articleshow/112796429.cms,2024-08-26T05:40:26Z,-0.9033725261688232
346,"A total of 56,907 shares changed hands on the counter till time (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/indian-hotels-shares-up-2-6-as-nifty-gains/articleshow/112796098.cms,2024-08-26T05:26:15Z,0.5706929564476013
373,"In the Nifty pack, 21 stocks closed in the green, while 29 stocks ended in the red.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-rises-but-these-stocks-fell-5-or-more-in-tuesdays-session/articleshow/112838337.cms,2024-08-27T11:41:37Z,-0.8622079491615295
384,The 30-share BSE Sensex closed  up  13.65 points at 81711.76,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-rises/articleshow/112837061.cms,2024-08-27T11:00:45Z,-0.7261418700218201
390,"Rupee weakens against US dollar due to rising oil prices, geopolitical tensions, but supported by domestic markets.",https://www.thehindubusinessline.com/markets/forex/rupee-falls-5-paise-to-close-at-8392-against-us-dollar/article68572367.ece,2024-08-27T10:40:59Z,-0.4928768873214721
391,"Titan Company,  JSW Steel,  HUL,  Tata Motors and  Grasim Inds. were among the top losers on NSE in today's trade.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/112836524.cms,2024-08-27T10:40:19Z,-0.5728083848953247
409,The stock quoted a 52-week high price of Rs 4742.0 and low of Rs 2334.95.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/interglobe-shares-down-0-52-as-nifty-gains/articleshow/112831339.cms,2024-08-27T08:09:44Z,-0.9283629655838012
413,The stock quoted a 52-week high price of Rs 1826.2 and low of Rs 1002.7.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/bharat-forge-shares-down-1-03-as-nifty-gains/articleshow/112830458.cms,2024-08-27T07:44:12Z,-0.9232041835784912
415,"A total of 123,026 shares changed hands on the counter till 01:03PM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/canara-bank-shares-drop-0-08-as-sensex-rises/articleshow/112830153.cms,2024-08-27T07:33:59Z,-0.8958161473274231
416,"On the technical charts, the 200-day moving average of the stock stood at Rs 2863.41.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-pidilite-ind-fall-as-nifty-gains/articleshow/112829851.cms,2024-08-27T07:23:49Z,-0.6888788342475891
418,"A total of 59,565 shares changed hands on the counter till 12:38PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-price-of-ambuja-cements-falls-as-nifty-strengthens/articleshow/112829370.cms,2024-08-27T07:08:28Z,-0.7793905138969421
420,"A total of 15,776 shares changed hands on the counter till 12:27PM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/crompton-greaves-shares-decline-0-39-as-sensex-climbs/articleshow/112829071.cms,2024-08-27T06:58:18Z,-0.8562753796577454
421,"A total of 1,673 shares changed hands on the counter till 12:23PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/info-edge-shares-down-0-22-as-nifty-gains/articleshow/112828911.cms,2024-08-27T06:53:12Z,-0.9110766649246216
423,The stock quoted a 52-week high price of Rs 5220.0 and low of Rs 3531.0.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/avenue-supermart-shares-down-0-23-as-nifty-gains/articleshow/112828532.cms,2024-08-27T06:42:57Z,-0.9408413171768188
426,"Trading strategies for overbought stocks: Minda Corp, Allcargo Logistics, Vijaya Diagnostic, CDSL and ICICI Lombard General Insurance are trading in overbought territory with a RSI reading of above 70",https://www.business-standard.com/markets/news/cdsl-allcargo-minda-corp-these-5-overbought-stocks-can-fall-up-to-13-124082700346_1.html,2024-08-27T06:24:06Z,-0.5755553245544434
428,"On the technical charts, the 200-day moving average of the stock stood at Rs 2526.38.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/shares-of-mphasis-fall-as-nifty-gains/articleshow/112827349.cms,2024-08-27T06:12:16Z,-0.6706913113594055
435,The stock quoted a 52-week high price of Rs 470.85 and low of Rs 230.75.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/tata-power-shares-up-0-26-as-nifty-gains/articleshow/112826116.cms,2024-08-27T05:41:35Z,0.4631032645702362
440,"In the Nifty pack, 22 stocks were trading in the green, while 28 stocks were trading in the red.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-rises-but-these-stocks-are-down-5-or-more-on-bse/articleshow/112825661.cms,2024-08-27T05:25:07Z,-0.899418294429779
441,"At the interbank foreign exchange market, the local unit opened at 83.91, then lost further ground and touched 83.95, registering a loss of 8 paise from its previous close",https://www.thehindubusinessline.com/markets/forex/rupee-falls-8-paise-to-8395-against-us-dollar-in-early-trade/article68571512.ece,2024-08-27T05:23:27Z,-0.5451580286026001
443,The 30-share BSE Sensex was  down  1.7 points at 81696.41,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-falls/articleshow/112825527.cms,2024-08-27T05:20:01Z,-0.7102627754211426
445,The 30-share BSE Sensex was  up  62.82 points at 81760.93,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-rises/articleshow/112825359.cms,2024-08-27T05:14:56Z,-0.6935713887214661
488,"In the Nifty pack, 21 stocks closed in the green, while 29 stocks ended in the red.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-rises-but-these-stocks-fell-5-or-more-in-wednesdays-session/articleshow/112866615.cms,2024-08-28T11:10:57Z,-0.858680784702301
489,The 30-share BSE Sensex closed  up  73.8 points at 81785.56,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-rises/articleshow/112866474.cms,2024-08-28T11:05:51Z,-0.7500581741333008
490,The 30-share BSE Sensex closed  up  73.8 points at 81785.56,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-rises/articleshow/112866299.cms,2024-08-28T11:00:46Z,-0.7789021134376526
491,The 30-share BSE Sensex closed  up  73.8 points at 81785.56,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-rises/articleshow/112866142.cms,2024-08-28T10:55:40Z,-0.5557560920715332
496,The 30-share BSE Sensex closed  up  73.8 points at 81785.56,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-rises/articleshow/112865352.cms,2024-08-28T10:35:17Z,-0.7727634310722351
497,India stocks higher at close of trade; Nifty 50 up 0.14%,https://www.investing.com/news/stock-market-news/india-stocks-higher-at-close-of-trade-nifty-50-up-014-3590452,2024-08-28T10:35:05Z,0.7025632262229919
508,"At 14:30 IST, the barometer index, the S&P BSE Sensex gained 278.51 points or 0.34% to 81,990.27. The Nifty 50 index added 101.55 points or 0.41% to 25,119.30.",https://www.business-standard.com/markets/capital-market-news/sensex-gains-279-pts-psu-banks-decline-124082800613_1.html,2024-08-28T09:04:00Z,-0.5579140782356262
510,The stock quoted a 52-week high price of Rs 9191.1 and low of Rs 6406.6.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/tata-elxsi-shares-down-6-99-as-nifty-gains/articleshow/112861602.cms,2024-08-28T08:40:35Z,-0.9214549660682678
517,The stock quoted a 52-week high price of Rs 1826.2 and low of Rs 1002.7.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/bharat-forge-shares-down-1-31-as-nifty-gains/articleshow/112860853.cms,2024-08-28T08:14:57Z,-0.9311394095420836
520,"Adani Enterprises Ltd is quoting at Rs 3037.6, down 0.96% on the day as on 13:19 IST on the NSE. The stock jumped 21.19% in last one year as compared to a 29.78% rally in NIFTY and a 42.69% spurt in the Nifty Metal index.",https://www.business-standard.com/markets/capital-market-news/adani-enterprises-ltd-drops-for-fifth-straight-session-124082800531_1.html,2024-08-28T08:05:00Z,-0.556404709815979
524,"A total of 5,514 shares changed hands on the counter till 01:29PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/hdfc-amc-shares-down-0-74-as-nifty-gains/articleshow/112860438.cms,2024-08-28T07:59:32Z,-0.9462359547615052
529,The stock quoted a 52-week high price of Rs 264.7 and low of Rs 157.65.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/ashok-leyland-shares-up-0-13-as-nifty-gains/articleshow/112859745.cms,2024-08-28T07:39:09Z,0.6312097311019897
541,The stock quoted a 52-week high of Rs 706.85 and a 52-week low of Rs 404.0.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/ambuja-cements-shares-drop-1-16-as-sensex-rises/articleshow/112859308.cms,2024-08-28T07:23:53Z,-0.7195250391960144
543,"A total of 11,659 shares changed hands on the counter till 12:43PM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/crompton-greaves-shares-drop-0-67-as-sensex-rises/articleshow/112858885.cms,2024-08-28T07:13:34Z,-0.864975094795227
544,"A total of 1,689 shares changed hands on the counter till 12:37PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/siemens-shares-down-0-24-as-nifty-gains/articleshow/112858706.cms,2024-08-28T07:08:27Z,-0.9453927874565125
546,The Relative Strength Index of the stock stood at 73.94 on Wednesday.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/voltas-shares-fall-0-12-per-cent-in-wednesdays-trading-session/articleshow/112858525.cms,2024-08-28T07:03:22Z,-0.8899892568588257
547,The Relative Strength Index of the stock stood at 52.79 on Wednesday.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/tube-investments-shares-fall-0-74-per-cent-in-wednesdays-trading-session/articleshow/112858341.cms,2024-08-28T06:58:12Z,-0.8415881395339966
549,"A total of 1,006 shares changed hands on the counter till 12:22PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/pidilite-ind-shares-down-0-55-as-nifty-gains/articleshow/112858164.cms,2024-08-28T06:53:05Z,-0.9351128935813904
585,"In the Nifty pack, 29 stocks closed in the green, while 20 stocks ended in the red.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-rises-but-these-stocks-fell-5-or-more-in-thursdays-session/articleshow/112897648.cms,2024-08-29T11:36:15Z,-0.8595612049102783
589,"M&M,  Grasim Inds.,  JSW Steel,  Dr. Reddys and  Kotak Bank were among the top losers on NSE in today's trade.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/112897028.cms,2024-08-29T11:15:59Z,-0.5861237049102783
595,The 30-share BSE Sensex closed  up  349.05 points at 82134.61,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-rises/articleshow/112896402.cms,2024-08-29T10:55:38Z,-0.6868250370025635
597,The 30-share BSE Sensex closed  up  349.05 points at 82134.61,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-down-as-market-rises/articleshow/112896225.cms,2024-08-29T10:50:33Z,-0.7976294159889221
598,The 30-share BSE Sensex closed  up  349.05 points at 82134.61,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fertilisers-stocks-down-as-market-rises/articleshow/112895982.cms,2024-08-29T10:45:26Z,-0.7377296090126038
601,The 30-share BSE Sensex closed  up  349.05 points at 82134.61,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-down-as-market-rises/articleshow/112895393.cms,2024-08-29T10:30:08Z,-0.7474212050437927
606,"Capital Goods stocks were trading in red, with the BSE Capital Goods index decreasing  650.69 points or 0.89% at 72789.94 at 13:41 IST.",https://www.business-standard.com/markets/capital-market-news/capital-goods-stocks-edge-lower-124082900540_1.html,2024-08-29T08:30:00Z,-0.538131833076477
610,The stock quoted a 52-week high price of Rs 6442.65 and low of Rs 4518.35.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/ltimindtree-shares-down-0-49-as-nifty-gains/articleshow/112890898.cms,2024-08-29T08:20:06Z,-0.9394968748092652
612,"UCO Bank is quoting at Rs 50.92, down 0.61% on the day as on 13:19 IST on the NSE. The stock jumped 68.64% in last one year as compared to a 30.01% rally in NIFTY and a 53.61% spurt in the Nifty PSU Bank index.",https://www.business-standard.com/markets/capital-market-news/uco-bank-drops-for-fifth-straight-session-124082900619_1.html,2024-08-29T08:05:00Z,-0.6796210408210754
613,"Canara Bank is quoting at Rs 109.8, down 0.39% on the day as on 13:19 IST on the NSE. The stock jumped 68.64% in last one year as compared to a 30.01% rally in NIFTY and a 53.61% spurt in the Nifty PSU Bank index.",https://www.business-standard.com/markets/capital-market-news/canara-bank-slips-for-fifth-straight-session-124082900618_1.html,2024-08-29T08:05:00Z,-0.8471115231513977
615,"Varun Beverages Ltd is quoting at Rs 1500.45, down 1.8% on the day as on 13:19 IST on the NSE. The stock jumped 0.74% in last one year as compared to a 30.01% rally in NIFTY and a 22.81% spurt in the Nifty FMCG index.",https://www.business-standard.com/markets/capital-market-news/varun-beverages-ltd-slips-for-fifth-straight-session-124082900616_1.html,2024-08-29T08:05:00Z,-0.6987175941467285
620,"A total of 36,767 shares changed hands on the counter till 01:19PM (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/dlf-shares-down-0-98-as-nifty-gains/articleshow/112889996.cms,2024-08-29T07:49:28Z,-0.904331624507904
624,"A total of 7,601 shares changed hands on the counter till time (IST).",https://economictimes.indiatimes.com/markets/stocks/stock-watch/godrej-consumer-shares-up-0-06-as-nifty-gains/articleshow/112889518.cms,2024-08-29T07:34:14Z,0.4267887473106384
628,"A total of 9,460 shares changed hands on the counter till 12:48PM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/united-spirits-shares-drop-0-32-as-sensex-rises/articleshow/112888997.cms,2024-08-29T07:18:52Z,-0.7746027112007141
630,"A total of 1,567 shares changed hands on the counter till 12:33PM (IST)",https://economictimes.indiatimes.com/markets/stocks/stock-watch/siemens-shares-drop-0-52-as-sensex-rises/articleshow/112888353.cms,2024-08-29T07:03:29Z,-0.8849803805351257
637,"Grasim Inds.,  Hindalco,  JSW Steel,  M&M and  Coal India Ltd were among the top losers on NSE.",https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse/articleshow/112886380.cms,2024-08-29T05:55:46Z,-0.5596572756767273
639,The stock quoted a 52-week high price of Rs 470.85 and low of Rs 230.75.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/tata-power-shares-up-0-19-as-nifty-gains/articleshow/112886064.cms,2024-08-29T05:46:38Z,0.4643935263156891
640,The Nifty Realty index was trading 0.2 per cent  down  at 1034.1.,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-falls-0-2-in-an-upbeat-market/articleshow/112886043.cms,2024-08-29T05:45:28Z,-0.789499819278717
